ResponseID,ResponseSet,StartDate,EndDate,Finished,Status,mTurkCode,Q2,Intro,Q19_1,Q19_2,Q19_3,Q19_4,Q18,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q14_1,Q14_2,Q14_3,Q14_4,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q22,Q23_1,Q23_2,Q23_3,Q23_4,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q28,Q29_1,Q29_2,Q29_3,Q29_4,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q32,Q33_1,Q33_2,Q33_3,Q33_4,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q36,Q37_1,Q37_2,Q37_3,Q37_4,Q38,Q39_1,Q39_2,Q39_3,Q39_4,Q40,Q41_1,Q41_2,Q41_3,Q41_4,Q42,Q43_1,Q43_2,Q43_3,Q43_4,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q48,Q49_1,Q49_2,Q49_3,Q49_4,Q50,MLQ_1,MLQ_2,MLQ_3,MLQ_4,MLQ_5,MLQ_6,EA_1,EA_2,EA_3,EA_4,EA_5,D1,D2,RO-BR-FL_9,RO-BR-FL_10
ResponseID,ResponseSet,StartDate,EndDate,Finished,Status,mTurkCode,We are asking you to participate in a research study associated with a series of studies titled “...,"For the first section of this survey, you will be shown three words at a time.  Each triad will b...",Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide1,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide2,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide3,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide4,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide5,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide6,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide7,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide8,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide9,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide10,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide11,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide12,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide13,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide14,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide15,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide16,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide17,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide18,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide19,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide20,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-I understand my life's meaning.,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-My life has a clear sense of purpose.,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-I have a good sense of what makes my life meaningful.,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-I have discovered a satisfying life purpose.,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-My life has no clear purpose.,"INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-Please select ""Absolutely Untrue"" here and continue with the survey as usual.",INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Happy,INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Anxious,INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Cheerful,INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Worried,INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Pleased,Please select your gender:,"Please specify your age, in years, below:",Display Order: Block Randomizer FL_9,Display Order: Block Randomizer FL_10
{'ImportId': 'responseId'},{'ImportId': 'responseSetId'},{'ImportId': 'startDate'},{'ImportId': 'endDate'},{'ImportId': 'finished'},{'ImportId': 'status'},{'ImportId': 'embeddedData-mTurkCode'},{'ImportId': 'QID1'},{'ImportId': 'QID9'},{'ImportId': 'QID11-1'},{'ImportId': 'QID11-2'},{'ImportId': 'QID11-3'},{'ImportId': 'QID11-4'},{'ImportId': 'QID10'},{'ImportId': 'QID12-1'},{'ImportId': 'QID12-2'},{'ImportId': 'QID12-3'},{'ImportId': 'QID12-4'},{'ImportId': 'QID13'},{'ImportId': 'QID14-1'},{'ImportId': 'QID14-2'},{'ImportId': 'QID14-3'},{'ImportId': 'QID14-4'},{'ImportId': 'QID15'},{'ImportId': 'QID16-1'},{'ImportId': 'QID16-2'},{'ImportId': 'QID16-3'},{'ImportId': 'QID16-4'},{'ImportId': 'QID17'},{'ImportId': 'QID18-1'},{'ImportId': 'QID18-2'},{'ImportId': 'QID18-3'},{'ImportId': 'QID18-4'},{'ImportId': 'QID20'},{'ImportId': 'QID21-1'},{'ImportId': 'QID21-2'},{'ImportId': 'QID21-3'},{'ImportId': 'QID21-4'},{'ImportId': 'QID22'},{'ImportId': 'QID23-1'},{'ImportId': 'QID23-2'},{'ImportId': 'QID23-3'},{'ImportId': 'QID23-4'},{'ImportId': 'QID24'},{'ImportId': 'QID25-1'},{'ImportId': 'QID25-2'},{'ImportId': 'QID25-3'},{'ImportId': 'QID25-4'},{'ImportId': 'QID26'},{'ImportId': 'QID27-1'},{'ImportId': 'QID27-2'},{'ImportId': 'QID27-3'},{'ImportId': 'QID27-4'},{'ImportId': 'QID28'},{'ImportId': 'QID29-1'},{'ImportId': 'QID29-2'},{'ImportId': 'QID29-3'},{'ImportId': 'QID29-4'},{'ImportId': 'QID30'},{'ImportId': 'QID31-1'},{'ImportId': 'QID31-2'},{'ImportId': 'QID31-3'},{'ImportId': 'QID31-4'},{'ImportId': 'QID32'},{'ImportId': 'QID33-1'},{'ImportId': 'QID33-2'},{'ImportId': 'QID33-3'},{'ImportId': 'QID33-4'},{'ImportId': 'QID34'},{'ImportId': 'QID35-1'},{'ImportId': 'QID35-2'},{'ImportId': 'QID35-3'},{'ImportId': 'QID35-4'},{'ImportId': 'QID36'},{'ImportId': 'QID37-1'},{'ImportId': 'QID37-2'},{'ImportId': 'QID37-3'},{'ImportId': 'QID37-4'},{'ImportId': 'QID38'},{'ImportId': 'QID39-1'},{'ImportId': 'QID39-2'},{'ImportId': 'QID39-3'},{'ImportId': 'QID39-4'},{'ImportId': 'QID40'},{'ImportId': 'QID41-1'},{'ImportId': 'QID41-2'},{'ImportId': 'QID41-3'},{'ImportId': 'QID41-4'},{'ImportId': 'QID42'},{'ImportId': 'QID43-1'},{'ImportId': 'QID43-2'},{'ImportId': 'QID43-3'},{'ImportId': 'QID43-4'},{'ImportId': 'QID44'},{'ImportId': 'QID45-1'},{'ImportId': 'QID45-2'},{'ImportId': 'QID45-3'},{'ImportId': 'QID45-4'},{'ImportId': 'QID46'},{'ImportId': 'QID47-1'},{'ImportId': 'QID47-2'},{'ImportId': 'QID47-3'},{'ImportId': 'QID47-4'},{'ImportId': 'QID48'},{'ImportId': 'QID49-1'},{'ImportId': 'QID49-2'},{'ImportId': 'QID49-3'},{'ImportId': 'QID49-4'},{'ImportId': 'QID50'},{'ImportId': 'QID8-1'},{'ImportId': 'QID8-2'},{'ImportId': 'QID8-3'},{'ImportId': 'QID8-4'},{'ImportId': 'QID8-5'},{'ImportId': 'QID8-6'},{'ImportId': 'QID7-1'},{'ImportId': 'QID7-2'},{'ImportId': 'QID7-3'},{'ImportId': 'QID7-4'},{'ImportId': 'QID7-5'},{'ImportId': 'QID2'},{'ImportId': 'QID4-TEXT'},{'ImportId': 'RO-BR-FL_9'},{'ImportId': 'RO-BR-FL_10'}
R_exjiHQaWnUMg7F7,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,1200883,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.327,3.327,4.001,1,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4,0,1,0,0,4,0,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.001,0,1,6,6,6,6,2,1,2,3,1,2,1,1,31,Incoherent,EA|MLQ
R_3HSNbvHuj4ZrFpH,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,52484922,1,1,0,0,4.004,0,1,0,0,4.005,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4,1,5,4,5,5,5,2,29,Coherent,MLQ|EA
R_2VgbuHZ67mYwTsB,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,75706966,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.102,0,1,0,0,4.105,0,1,0,0,4.09,0,1,0,0,4.106,0,1,0,0,4.119,0,1,0,0,4.097,0,1,0,0,4.247,0,1,0,0,4.09,0,1,0,0,4.112,0,1,0,0,4.1,0,1,4,4,5,5,3,1,5,2,5,2,5,1,32,Incoherent,MLQ|EA
R_2En5yFmouXs9vAw,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,10943757,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.004,0,1,0,0,4.053,0,1,0,0,4.111,0,1,0,0,4.195,0,1,0,0,4.656,0,1,0,0,4.026,0,1,0,0,4.246,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,6,6,6,6,1,1,7,1,7,1,7,1,27,Incoherent,MLQ|EA
R_3ixTacR2Z4L469L,Default Response Set,7/8/2016 20:26,7/8/2016 20:29,1,0,91117197,1,1,0,0,4.002,0,1,0,0,4.007,0,1,0,0,4.001,0,1,0,0,4,0,1,0,0,4.002,0,1,0,0,4.005,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4,0,1,0,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,7,1,1,6,1,5,1,5,1,31,Coherent,MLQ|EA
R_3PFQgyTCjJgv4JN,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,20505117,1,1,0,0,4.013,0,1,0,0,4.01,0,1,0,0,4.009,0,1,0,0,4.002,0,1,0,0,4.014,0,1,0,0,4.006,0,1,0,0,4.009,0,1,0,0,4.001,0,1,0,0,4.015,0,1,0,0,4.005,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,7,2,1,6,2,6,2,6,2,39,Coherent,EA|MLQ
R_z38DonHxe8Kpjgd,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,25411144,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.009,0,1,0,0,4.014,0,1,0,0,4.013,0,1,0,0,4.009,0,1,0,0,4.007,0,1,0,0,4.022,0,1,0,0,4.002,0,1,0,0,4.015,0,1,0,0,4.005,0,1,0,0,4.012,0,1,6,5,5,6,1,1,5,2,5,3,6,2,23,Incoherent,MLQ|EA
R_3lFUHi4tFjOoHLL,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,8992547,1,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.005,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.003,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,6,3,1,6,3,5,2,5,1,27,Coherent,MLQ|EA
R_28SCVM0wb40KDZt,Default Response Set,7/8/2016 20:25,7/8/2016 20:29,1,0,14021,1,1,2.608,2.608,4.006,1,1,0,0,4.007,0,1,0,0,4.003,0,1,0,0,4.006,0,1,0,0,4.007,0,1,0,0,4.008,0,1,0,0,4.014,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.004,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,3,5,1,5,4,4,5,4,2,51,Coherent,MLQ|EA
R_2D1FbH6FZEIXBwh,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,2647831,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.183,2.183,4.001,1,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.003,0,1,0,0,4,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.002,0,1,7,7,7,7,1,1,7,2,6,1,5,1,21,Incoherent,MLQ|EA
R_V3d5VVYOI6srgg9,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,77355334,1,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.003,0,1,0,0,4.004,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.014,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,6,1,2,5,3,5,2,1,36,Coherent,MLQ|EA
R_2ByCJhUxD1dZ6am,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,96816939,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.112,0,1,0,0,4.144,0,1,0,0,4.121,0,1,0,0,4.119,0,1,0,0,4.123,0,1,0,0,4.126,0,1,0,0,4.128,0,1,0,0,4.144,0,1,0,0,4.135,0,1,0,0,4.114,0,1,6,6,7,6,1,1,7,1,7,1,7,2,33,Incoherent,EA|MLQ
R_2xRIOXBBrexSVan,Default Response Set,7/8/2016 20:24,7/8/2016 20:29,1,0,29393911,1,1,0,0,4.007,0,1,0,0,4.004,0,1,0,0,4.005,0,1,0,0,4.004,0,1,0,0,4.006,0,1,0,0,4.005,0,1,0,0,4.003,0,1,0,0,4.004,0,1,0,0,4.006,0,1,0,0,4.005,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,1,1,5,7,5,6,1,2,30,Coherent,EA|MLQ
R_R9WwAF1KAXXqVZD,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,63585024,1,1,0,0,4.01,0,1,0,0,4.006,0,1,0,0,4.006,0,1,0,0,4.005,0,1,0,0,4.004,0,1,0,0,4.02,0,1,0,0,4.004,0,1,0,0,4.007,0,1,2.529,2.529,4.005,1,1,0,0,4.003,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,1,4,1,2,2,4,2,35,Coherent,MLQ|EA
R_1ikh8YZTdLIBgbD,Default Response Set,7/8/2016 20:28,7/8/2016 20:29,1,0,96902345,1,1,0,0,4.001,0,1,0,0,4,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.012,0,1,0,0,4.01,0,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4.007,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,1,1,5,2,5,1,4,1,35,Coherent,EA|MLQ
R_3maGGHtXO7FjBsl,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,5815771,1,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.005,0,1,0,0,4.001,0,1,0,0,4,0,1,0,0,4.006,0,1,0,0,4.003,0,1,0,0,4.004,0,1,0,0,4.002,0,1,0,0,4.002,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,3,1,6,2,6,3,6,2,24,Coherent,MLQ|EA
R_1itfQHThAvxKh2S,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,50469103,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.017,0,1,0,0,4.003,0,1,0,0,4.01,0,1,0,0,4.001,0,1,0,0,4.013,0,1,0,0,4.002,0,1,0,0,4.009,0,1,0,0,4.005,0,1,0,0,4.015,0,1,0,0,4.001,0,1,6,6,6,6,1,1,5,3,5,2,6,2,32,Incoherent,MLQ|EA
R_ZwxkZ5kNAVyGQX7,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,59544748,1,1,0,0,4.025,0,1,0,0,4.015,0,1,0,0,4.027,0,1,0,0,4.02,0,1,0,0,4.024,0,1,0,0,4.035,0,1,0,0,4.021,0,1,0,0,4.036,0,1,0,0,4.017,0,1,0,0,4.015,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,1,1,5,3,4,1,5,2,55,Coherent,EA|MLQ
R_2TKJfVWmdeVPbyc,Default Response Set,7/8/2016 20:27,7/8/2016 20:30,1,0,3174747,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.003,0,1,6,6,6,5,1,1,5,3,3,4,4,2,38,Incoherent,MLQ|EA
R_2EvqYtVpD4CRKBF,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,67227638,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,1.01,4.001,1,1,0.358,0.358,4.536,1,1,0.144,2.655,4,2,1,0.17,0.17,4.001,1,1,0.199,0.199,4.006,1,1,0.17,0.17,4.002,1,1,0.786,0.786,4,1,1,1.57,1.57,4.001,1,1,1.422,1.422,4,1,1,0.394,1.284,4.002,3,1,2,3,5,2,3,1,5,3,3,2,2,1,24,Incoherent,EA|MLQ
R_12rLmyH6GPaFYg7,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,64574259,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.005,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.005,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,4,3,4,5,4,1,4,5,4,5,5,2,22,Incoherent,MLQ|EA
R_2SGNHRtKBsXyvZF,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,84803135,1,1,0,0,4.004,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.005,0,1,0,0,4.001,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,6,1,1,1,1,1,1,2,30,Coherent,EA|MLQ
R_2di0wi3OYPaZQ7P,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,9724163,1,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4.005,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,3,1,4,5,4,5,4,2,27,Coherent,EA|MLQ
R_3pKyjb5UwCdNJS1,Default Response Set,7/8/2016 20:27,7/8/2016 20:30,1,0,73354479,1,1,0,0,4.008,0,1,0,0,4.005,0,1,0,0,4.005,0,1,0,0,4.003,0,1,0,0,4.005,0,1,0,0,4.007,0,1,0,0,4.008,0,1,0,0,4.005,0,1,0,0,5.213,0,1,0,0,8.927,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,1,1,4,4,4,5,4,2,37,Coherent,EA|MLQ
R_2QmtQlFWw0O9XTo,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,98908767,1,1,0,0,4.009,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.007,0,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4.001,0,1,0,0,4.015,0,1,0,0,4,0,1,0,0,4.01,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,2,1,4,7,4,6,4,2,50,Coherent,EA|MLQ
R_3G2MmeDTawtuWSx,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,96560856,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.013,0,1,0,0,4.005,0,1,0,0,4.012,0,1,0,0,4.004,0,1,0,0,4.005,0,1,0,0,4.008,0,1,0,0,4.004,0,1,0,0,4.021,0,1,0,0,4.012,0,1,0,0,4.017,0,1,5,6,6,6,2,1,6,2,6,2,6,2,30,Incoherent,MLQ|EA
R_bNwlCP64XsQDt6x,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,4889444,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.63,0,1,0,0,4.002,0,1,0,0,4.664,0,1,0,0,4.109,0,1,0,0,5.541,0,1,0,0,4.996,0,1,0,0,5,0,1,0.744,0.744,4.002,1,1,3,3,3,3,5,1,6,5,4,4,4,1,27,Incoherent,MLQ|EA
R_1hxWav3OyAkC2sJ,Default Response Set,7/8/2016 20:26,7/8/2016 20:30,1,0,49085311,1,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4,0,1,0,0,4,0,1,0,0,4.002,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,1,1,7,1,6,1,7,2,39,Coherent,MLQ|EA
R_2rAtc5Gi7Q8vO7d,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,91229116,1,1,0,0,4.003,0,1,0,0,4.005,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.005,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,3,4,1,2,6,2,1,1,1,25,Coherent,EA|MLQ
R_2dhHVuPyWX56vIc,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,57825973,1,1,0,0,4.001,0,1,0,0,4.006,0,1,0,0,4,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4,0,1,0,0,4.001,0,1,0,0,4,0,1,0,0,4.001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,6,1,5,1,5,1,3,1,48,Coherent,EA|MLQ
R_2CWI1fJqKGfsVup,Default Response Set,7/8/2016 20:26,7/8/2016 20:30,1,0,28661364,1,1,0,0,4.008,0,1,0,0,4.006,0,1,0,0,4.006,0,1,0,0,4.01,0,1,0,0,4.009,0,1,0,0,4.005,0,1,0,0,4.01,0,1,0,0,4.009,0,1,0,0,4.009,0,1,0,0,4.001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,3,1,3,1,3,1,3,2,40,Coherent,MLQ|EA
R_22Reo8dFI2BvkW0,Default Response Set,7/8/2016 20:25,7/8/2016 20:30,1,0,87109884,1,1,0,0,4.001,0,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4,0,1,0,0,4.002,0,1,0,0,4.005,0,1,0,0,4.001,0,1,0,0,4.004,0,1,0,0,4.001,0,1,0,0,4.001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,3,1,5,2,5,2,5,1,31,Coherent,MLQ|EA
R_3G9h6g6psaLaN66,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,70542170,1,1,0,0,4.003,0,1,0,0,4.006,0,1,0,0,4.002,0,1,0,0,4.007,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.008,0,1,0,0,4.005,0,1,0,0,4.001,0,1,0,0,4.011,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,1,4,3,4,3,4,1,31,Coherent,EA|MLQ
R_10ITgGGJj6vLBJv,Default Response Set,7/8/2016 20:28,7/8/2016 20:30,1,0,27000607,1,1,0,0,4.001,0,1,0,0,4.004,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4,0,1,0,0,4,0,1,0,0,4,0,1,0,0,4.001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,7,1,1,7,1,5,1,2,35,Coherent,MLQ|EA
R_9MONsZw2qDEcRA5,Default Response Set,7/8/2016 20:27,7/8/2016 20:30,1,0,80644113,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.236,0,1,0,0,4.248,0,1,0,0,4.225,0,1,0,0,4.265,0,1,0,0,4.259,0,1,0,0,4.245,0,1,0,0,4.261,0,1,0,0,4.224,0,1,0,0,4.243,0,1,0,0,4.238,0,1,7,7,7,7,1,1,7,1,7,1,7,2,54,Incoherent,EA|MLQ
R_2y7oOf3izqhdkaN,Default Response Set,7/8/2016 20:27,7/8/2016 20:30,1,0,17796238,1,1,0,0,4.012,0,1,0,0,4.013,0,1,0,0,4.011,0,1,0,0,4.011,0,1,0,0,4.014,0,1,0,0,4.015,0,1,0,0,4.008,0,1,0,0,4.015,0,1,0,0,4,0,1,0,0,4.005,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,5,1,2,4,3,5,3,1,20,Coherent,MLQ|EA
